"","Site","Unique ID","Outplant.Date","Tag.Num","Project Type","Attachment Method","Plug Type","Geno Layout","Num.Frags.Array","Species","Geno","Time.Point","Monitoring.Date","Num.Dead.Old","Num.Dead.New","Num.Missing","Num.Predation","Perc.Partial.Mortality.Old","Perc.Partial.Mortality.New","Fish.Predation","Snails","Disease","Bleaching","Overall.Condition","Fusion","Comments","Perc.Survival","Location"
"251","DL_M_1","43914-DL_M_1-X-26",2020-03-24,"X-26","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF635","One.Month",2020-04-29,"2","0","0","10",15,0,"Y","N","N","N","2",0,"2 coral removed entirely by fish",85,"Dogsleg"
"252","DL_M_1","43914-DL_M_1-X-27",2020-03-24,"X-27","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF307","One.Month",2020-04-29,"0","0","0","10",10,5,"Y","N","N","N","2",0,"0",85,"Dogsleg"
"253","DL_M_1","43914-DL_M_1-X-24",2020-03-24,"X-24","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF443","One.Month",2020-04-29,"4","0","0","5",5,60,"Y","N","Y","N","3",0,"6 corals showing heavy tissue loss or mortality from disease",35,"Dogsleg"
"254","DL_M_1","43914-DL_M_1-X-29",2020-03-24,"X-29","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF605","One.Month",2020-04-29,"0","0","0","10",15,5,"Y","N","N","N","2",0,"0",80,"Dogsleg"
"255","DL_M_1","43914-DL_M_1-X-30",2020-03-24,"X-30","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF627","One.Month",2020-04-29,"4","1","0","9",15,10,"Y","N","Y","N","3",0,"0",75,"Dogsleg"
"256","DL_M_1","43914-DL_M_1-X-31",2020-03-24,"X-31","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF622","One.Month",2020-04-29,"0","0","0","10",15,0,"Y","N","N","N","2",0,"0",85,"Dogsleg"
"257","DL_M_1","43914-DL_M_1-X-28",2020-03-24,"X-28","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF418","One.Month",2020-04-29,"0","0","0","10",15,5,"Y","N","N","N","2",0,"0",80,"Dogsleg"
"258","DL_M_1","43914-DL_M_1-X-20",2020-03-24,"X-20","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF216","One.Month",2020-04-29,"1","0","0","10",10,0,"Y","N","N","N","1",0,"1 coral completley removed by fish",90,"Dogsleg"
"259","DL_M_1","43914-DL_M_1-X-34",2020-03-24,"X-34","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF232","One.Month",2020-04-29,"4","0","0","5",50,0,"Y","N","N","N","3",0,"4 corals removed entirely by fish",50,"Dogsleg"
"260","DL_M_1","43914-DL_M_1-X-35",2020-03-24,"X-35","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF344","One.Month",2020-04-29,"0","0","0","4",5,0,"Y","N","N","N","1",0,"0",95,"Dogsleg"
"261","DL_M_1","43914-DL_M_1-X-36",2020-03-24,"X-36","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF467","One.Month",2020-04-29,"0","0","0","5",10,0,"Y","N","N","N","1",0,"0",90,"Dogsleg"
"262","DL_M_1","43914-DL_M_1-X-23",2020-03-24,"X-23","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF642","One.Year",2021-04-01,"6","0","0","0",5,0,"N","N","N","N","1",0,"0",95,"Dogsleg"
"263","DL_M_1","43914-DL_M_1-X-24",2020-03-24,"X-24","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF443","One.Year",2021-04-01,"4","0","0","0",20,0,"N","N","N","N","2",0,"0",80,"Dogsleg"
"264","DL_M_1","43914-DL_M_1-X-25",2020-03-24,"X-25","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF210","One.Year",2021-04-01,"5","0","0","0",15,0,"N","N","N","N","2",0,"0",85,"Dogsleg"
"265","DL_M_1","43914-DL_M_1-X-26",2020-03-24,"X-26","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF635","One.Year",2021-04-01,"8","0","0","0",40,0,"N","N","N","N","2",0,"0",60,"Dogsleg"
"266","DL_M_1","43914-DL_M_1-X-27",2020-03-24,"X-27","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF307","One.Year",2021-04-01,"0","0","0","0",5,0,"N","N","N","N","1",0,"look amazing!",95,"Dogsleg"
"267","DL_M_1","43914-DL_M_1-X-43",2020-03-24,"X-43","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF467","One.Month",2020-04-29,"4","0","0","5",10,0,"Y","N","N","N","2",0,"4 coral entirely removed by fish",90,"Dogsleg"
"268","DL_M_1","43914-DL_M_1-X-44",2020-03-24,"X-44","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF216","One.Month",2020-04-29,"0","0","0","5",15,0,"Y","N","N","N","2",0,"0",85,"Dogsleg"
"269","DL_M_1","43914-DL_M_1-X-30",2020-03-24,"X-30","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF627","One.Year",2021-04-01,"9","0","0","0",95,0,"N","N","N","N","3",0,"0",5,"Dogsleg"
"270","DL_M_1","43914-DL_M_1-X-32",2020-03-24,"X-32","Restoration","plug/epoxy","co","grouped",15,"OFAV","OF357","One.Month",2020-04-29,"2","0","0","10",20,0,"Y","N","N","N","2",0,"2 coral removed entirely by fish",80,"Dogsleg"
"271","DL_M_1","43914-DL_M_1-X-33",2020-03-24,"X-33","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF173","One.Month",2020-04-29,"2","0","0","10",20,0,"Y","N","N","N","2",0,"2 coral removed entirely by fish",80,"Dogsleg"
"272","DL_M_1","43914-DL_M_1-X-20",2020-03-24,"X-20","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF216","One.Year",2021-04-01,"8","0","0","0",80,0,"N","N","N","N","3",0,"0",20,"Dogsleg"
"273","DL_M_1","43914-DL_M_1-X-21",2020-03-24,"X-21","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF241","One.Year",2021-04-01,"8","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"274","DL_M_1","43914-DL_M_1-X-22",2020-03-24,"X-22","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF509","One.Year",2021-04-01,"7","0","0","0",50,0,"N","N","N","N","2",0,"1 coral looks perfect. 2 have little remaining tissue",50,"Dogsleg"
"275","DL_M_1","43914-DL_M_1-X-36",2020-03-24,"X-36","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF467","One.Year",2021-04-01,"0","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"276","DL_M_1","43914-DL_M_1-X-37",2020-03-24,"X-37","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF376","One.Year",2021-04-01,"0","0","0","0",15,0,"N","N","N","N","2",0,"0",85,"Dogsleg"
"277","DL_M_1","43914-DL_M_1-X-38",2020-03-24,"X-38","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF343","One.Year",2021-04-01,"0","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"278","DL_M_1","43914-DL_M_1-X-39",2020-03-24,"X-39","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF201","One.Year",2021-04-01,"0","0","0","0",10,0,"N","N","N","N","2",0,"0",90,"Dogsleg"
"279","DL_M_1","43914-DL_M_1-X-40",2020-03-24,"X-40","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF393","One.Year",2021-04-01,"0","0","0","0",40,0,"N","N","N","N","2",0,"0",60,"Dogsleg"
"280","DL_M_1","43914-DL_M_1-X-28",2020-03-24,"X-28","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF418","One.Year",2021-04-01,"0","0","0","0",10,0,"N","N","N","N","1",0,"look amazing!",90,"Dogsleg"
"281","DL_M_1","43914-DL_M_1-X-29",2020-03-24,"X-29","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF605","One.Year",2021-04-01,"0","0","0","0",5,0,"N","N","N","N","1",0,"look amazing!",95,"Dogsleg"
"282","DL_M_1","43914-DL_M_1-X-43",2020-03-24,"X-43","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF467","One.Year",2021-04-01,"4","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"283","DL_M_1","43914-DL_M_1-X-31",2020-03-24,"X-31","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF622","One.Year",2021-04-01,"0","0","0","0",5,0,"N","N","N","N","1",0,"look amazing!",95,"Dogsleg"
"284","DL_M_1","43914-DL_M_1-X-32",2020-03-24,"X-32","Restoration","plug/epoxy","co","grouped",15,"OFAV","OF357","One.Year",2021-04-01,"2","0","0","0",10,0,"N","N","N","N","2",0,"0",90,"Dogsleg"
"285","DL_M_1","43914-DL_M_1-X-33",2020-03-24,"X-33","Restoration","plug/epoxy","co","grouped",10,"OFAV","OF173","One.Year",2021-04-01,"2","0","0","0",5,0,"N","N","N","N","1",0,"0",95,"Dogsleg"
"286","DL_M_1","43914-DL_M_1-X-34",2020-03-24,"X-34","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF232","One.Year",2021-04-01,"4","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"287","DL_M_1","43914-DL_M_1-X-35",2020-03-24,"X-35","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF344","One.Year",2021-04-01,"1","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"288","DL_M_1","43914-DL_M_1-X-44",2020-03-24,"X-44","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF216","One.Year",2021-04-01,"0","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"289","DL_M_1","43914-DL_M_1-X-41",2020-03-24,"X-41","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF370","One.Year",2021-04-01,"0","0","0","0",10,5,"N","N","N","N","2",0,"new circle of missing tissue on the join between 2 plugs",85,"Dogsleg"
"290","DL_M_1","43914-DL_M_1-X-42",2020-03-24,"X-42","Restoration","plug/epoxy","co","grouped",5,"OFAV","OF509","One.Year",2021-04-01,"2","0","0","0",20,0,"N","N","N","N","2",0,"0",80,"Dogsleg"
"291","DL_M_3","44370-DL_M_3-X-53",2021-06-23,"X-53","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF61","One.Month",2021-07-30,"0","0","0","20",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"292","DL_M_3","44370-DL_M_3-X-53",2021-06-23,"X-53","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF61","One.Year",2022-07-25,"0","0","0","0",15,0,"N","N","N","N","1",3,"0",85,"Dogsleg"
"293","DL_M_3","44370-DL_M_3-X-54",2021-06-23,"X-54","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF27","One.Year",2022-07-25,"2","0","0","0",75,0,"N","N","N","N","3",4,"0",25,"Dogsleg"
"294","DL_M_3","44370-DL_M_3-X-55",2021-06-23,"X-55","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF201","One.Year",2022-07-25,"3","0","0","0",55,0,"N","N","N","N","3",4,"0",45,"Dogsleg"
"295","DL_M_3","44370-DL_M_3-X-55",2021-06-23,"X-55","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF201","One.Month",2021-07-30,"0","0","0","10",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"296","DL_M_3","44370-DL_M_3-X-54",2021-06-23,"X-54","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF27","One.Month",2021-07-30,"0","0","0","20",5,0,"Y","N","?","N","3",0,"suspect. corralites damaged so unsure",95,"Dogsleg"
"297","DL_M_4","44414-DL_M_4-X-75",2021-08-06,"X-75","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF57","One.Year",2022-07-25,"17","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"298","DL_M_4","44414-DL_M_4-X-72",2021-08-06,"X-72","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF434","One.Year",2022-07-25,"11","0","0","0",40,0,"N","N","N","N","3",4,"0",60,"Dogsleg"
"299","DL_M_4","44414-DL_M_4-X-73",2021-08-06,"X-73","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF56","One.Year",2022-07-25,"16","0","0","0",30,0,"N","N","N","N","3",4,"0",70,"Dogsleg"
"300","DL_M_4","44414-DL_M_4-X-69",2021-08-06,"X-69","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Year",2022-07-25,"20","0","0","0",0,0,"N","N","N","N","4",4,"0",100,"Dogsleg"
"301","DL_M_4","44414-DL_M_4-X-70",2021-08-06,"X-70","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Year",2022-07-25,"19","0","0","0",4,0,"N","N","N","N","3",4,"0",96,"Dogsleg"
"302","DL_M_4","44414-DL_M_4-X-71",2021-08-06,"X-71","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF434","One.Year",2022-07-25,"10","0","0","0",40,0,"N","N","N","N","3",4,"0",60,"Dogsleg"
"303","DL_M_4","44414-DL_M_4-X-74",2021-08-06,"X-74","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF56","One.Year",2022-07-25,"17","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"304","DL_M_4","44414-DL_M_4-X-72",2021-08-06,"X-72","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF434","One.Month",2021-09-10,"0","0","0","15",5,10,"Y","N","Y","N","2",0,"possible DZ?",85,"Dogsleg"
"305","DL_M_4","44414-DL_M_4-X-73",2021-08-06,"X-73","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF56","One.Month",2021-09-10,"0","1","0","4",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"306","DL_M_4","44414-DL_M_4-X-74",2021-08-06,"X-74","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF56","One.Month",2021-09-10,"0","0","0","8",10,0,"Y","N","N","N","2",0,"probably fish prd causing mort as no active DZ margins",90,"Dogsleg"
"307","DL_M_4","44414-DL_M_4-X-71",2021-08-06,"X-71","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF434","One.Month",2021-09-10,"1","0","0","16",5,10,"Y","N","Y","N","2",0,"possible DZ on 2 coral - one has 3 missing polyps and septa appear intact",85,"Dogsleg"
"308","DL_M_4","44414-DL_M_4-X-77",2021-08-06,"X-77","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF627","One.Year",2022-07-25,"5","0","0","0",60,0,"N","N","N","N","3",4,"0",40,"Dogsleg"
"309","DL_M_4","44414-DL_M_4-X-78",2021-08-06,"X-78","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF627","One.Year",2022-07-25,"4","0","0","0",60,0,"N","N","N","N","3",4,"0",40,"Dogsleg"
"310","DL_M_4","44414-DL_M_4-X-79",2021-08-06,"X-79","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF667","One.Year",2022-07-25,"12","0","0","0",15,0,"N","N","N","N","2",4,"0",85,"Dogsleg"
"311","DL_M_4","44414-DL_M_4-X-76",2021-08-06,"X-76","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF57","One.Year",2022-07-25,"9","0","0","0",10,0,"N","N","N","N","2",3,"0",90,"Dogsleg"
"312","DL_M_4","44414-DL_M_4-X-68",2021-08-06,"X-68","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Year",2022-07-25,"15","0","0","0",20,0,"N","N","N","N","3",4,"single polyps left",80,"Dogsleg"
"313","DL_M_4","44414-DL_M_4-X-68",2021-08-06,"X-68","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Month",2021-09-10,"1","0","0","8",15,0,"Y","N","N","N","2",0,"1 removed from plug. probably fish prd causing mort as no active DZ margins",85,"Dogsleg"
"314","DL_M_4","44414-DL_M_4-X-69",2021-08-06,"X-69","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Month",2021-09-10,"1","0","0","10",20,0,"Y","N","N","N","2",0,"probably fish prd causing mort as no active DZ margins",80,"Dogsleg"
"315","DL_M_4","44414-DL_M_4-X-70",2021-08-06,"X-70","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF58","One.Month",2021-09-10,"2","0","0","6",10,0,"Y","N","N","N","2",0,"probably fish prd causing mort as no active DZ margins",90,"Dogsleg"
"316","DL_M_4","44414-DL_M_4-X-75",2021-08-06,"X-75","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF57","One.Month",2021-09-10,"0","2","0","7",5,0,"Y","N","N","N","2",0,"some septa appear intact of morts, but not all. poss DZ or PRD",95,"Dogsleg"
"317","DL_M_4","44414-DL_M_4-X-76",2021-08-06,"X-76","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF57","One.Month",2021-09-10,"0","0","0","3",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"318","DL_M_4","44414-DL_M_4-X-77",2021-08-06,"X-77","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF627","One.Month",2021-09-10,"0","0","0","13",10,0,"Y","N","Y","N","2",0,"possible DZ, discolored",90,"Dogsleg"
"319","DL_M_4","44414-DL_M_4-X-78",2021-08-06,"X-78","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF627","One.Month",2021-09-10,"0","1","0","11",10,5,"Y","N","Y","N","2",0,"0",85,"Dogsleg"
"320","DL_M_4","44414-DL_M_4-X-79",2021-08-06,"X-79","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF667","One.Month",2021-09-10,"0","0","0","14",10,5,"Y","N","Y","N","2",0,"DZ",85,"Dogsleg"
"321","DL_M_4","44414-DL_M_4-X-80",2021-08-06,"X-80","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF667","One.Month",2021-09-10,"0","0","0","4",5,5,"Y","N","Y","N","2",0,"DZ",90,"Dogsleg"
"322","DL_M_4","44414-DL_M_4-X-80",2021-08-06,"X-80","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF667","One.Year",2022-07-25,"12","0","0","0",5,0,"N","N","N","N","2",2,"0",95,"Dogsleg"
"323","DL_M_5","44414-DL_M_5-X-101",2021-08-06,"X-101","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF697","One.Month",2021-09-10,"0","4","0","4",2,10,"Y","N","Y","N","2",0,"0",88,"Dogsleg"
"324","DL_M_5","44414-DL_M_5-X-98",2021-08-06,"X-98","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF674","One.Month",2021-09-10,"0","2","0","0",10,20,"N","N","Y","N","3",0,"0",70,"Dogsleg"
"325","DL_M_5","44414-DL_M_5-X-99",2021-08-06,"X-99","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF688","One.Month",2021-09-10,"0","6","0","0",0,70,"N","N","Y","N","3",0,"0",30,"Dogsleg"
"326","DL_M_5","44414-DL_M_5-X-100",2021-08-06,"X-100","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF689","One.Month",2021-09-10,"0","5","0","2",20,35,"Y","N","Y","N","3",0,"0",45,"Dogsleg"
"327","DL_M_5","44414-DL_M_5-X-82",2021-08-06,"X-82","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF686","One.Month",2021-09-10,"7","0","0","3",0,45,"Y","N","Y","N","3",0,"most coral showing RTL. 3 had only a few polyps left so classified as dead",55,"Dogsleg"
"328","DL_M_5","44414-DL_M_5-X-83",2021-08-06,"X-83","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF590","One.Month",2021-09-10,"0","0","0","8",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"329","DL_M_5","44414-DL_M_5-X-84",2021-08-06,"X-84","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF61","One.Month",2021-09-10,"0","0","0","9",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"330","DL_M_5","44414-DL_M_5-X-85",2021-08-06,"X-85","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF669","One.Month",2021-09-10,"0","0","0","8",10,5,"Y","N","Y","N","2",0,"0",85,"Dogsleg"
"331","DL_M_5","44414-DL_M_5-X-86",2021-08-06,"X-86","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF673","One.Month",2021-09-10,"5","0","0","15",20,0,"Y","N","Y","Y","3",0,"0",80,"Dogsleg"
"332","DL_M_5","44414-DL_M_5-X-87",2021-08-06,"X-87","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF675","One.Month",2021-09-10,"0","1","0","10",2,50,"Y","N","Y","N","3",0,"DZ",48,"Dogsleg"
"333","DL_M_5","44414-DL_M_5-X-88",2021-08-06,"X-88","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF698","One.Month",2021-09-10,"2","0","0","9",10,5,"Y","N","Y","Y","2",0,"DZ, paling",85,"Dogsleg"
"334","DL_M_5","44414-DL_M_5-X-89",2021-08-06,"X-89","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF1","One.Month",2021-09-10,"0","0","0","0",0,0,"N","N","N","N","1",0,"0",100,"Dogsleg"
"335","DL_M_5","44414-DL_M_5-X-90",2021-08-06,"X-90","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF3","One.Month",2021-09-10,"0","0","0","7",2,0,"Y","N","N","N","2",0,"0",98,"Dogsleg"
"336","DL_M_5","44414-DL_M_5-X-91",2021-08-06,"X-91","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF350","One.Month",2021-09-10,"0","0","0","7",5,10,"Y","N","Y","N","2",0,"DZ",85,"Dogsleg"
"337","DL_M_5","44414-DL_M_5-X-92",2021-08-06,"X-92","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF393","One.Month",2021-09-10,"0","0","0","4",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"338","DL_M_5","44414-DL_M_5-X-93",2021-08-06,"X-93","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF441","One.Month",2021-09-10,"3","0","0","3",40,1,"Y","N","Y","N","3",0,"0",59,"Dogsleg"
"339","DL_M_5","44414-DL_M_5-X-81",2021-08-06,"X-81","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF686","One.Month",2021-09-10,"9","0","0","11",50,0,"Y","N","Y","N","3",0,"most coral showing RTL",50,"Dogsleg"
"340","DL_M_5","44414-DL_M_5-X-95",2021-08-06,"X-95","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF662","One.Month",2021-09-10,"0","0","0","8",5,0,"Y","N","N","N","2",0,"0",95,"Dogsleg"
"341","DL_M_5","44414-DL_M_5-X-96",2021-08-06,"X-96","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF668","One.Month",2021-09-10,"0","1","0","0",50,20,"N","N","Y","N","3",0,"0",30,"Dogsleg"
"342","DL_M_5","44414-DL_M_5-X-97",2021-08-06,"X-97","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF672","One.Month",2021-09-10,"0","0","0","0",0,30,"N","N","Y","N","2",0,"0",70,"Dogsleg"
"343","DL_M_5","44414-DL_M_5-X-84",2021-08-06,"X-84","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF61","One.Year",2022-07-25,"3","0","0","0",15,0,"N","N","N","N","2",4,"0",85,"Dogsleg"
"344","DL_M_5","44414-DL_M_5-X-85",2021-08-06,"X-85","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF669","One.Year",2022-07-25,"16","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"345","DL_M_5","44414-DL_M_5-X-86",2021-08-06,"X-86","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF673","One.Year",2022-07-25,"13","0","0","0",30,0,"N","N","N","N","3",4,"0",70,"Dogsleg"
"346","DL_M_5","44414-DL_M_5-X-87",2021-08-06,"X-87","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF675","One.Year",2022-07-25,"13","0","0","0",30,0,"N","N","N","N","3",4,"0",70,"Dogsleg"
"347","DL_M_5","44414-DL_M_5-X-88",2021-08-06,"X-88","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF698","One.Year",2022-07-25,"17","0","0","0",10,0,"N","N","N","N","3",4,"0",90,"Dogsleg"
"348","DL_M_5","44414-DL_M_5-X-89",2021-08-06,"X-89","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF1","One.Year",2022-07-25,"1","0","0","0",35,0,"N","N","N","N","2",3,"paling",65,"Dogsleg"
"349","DL_M_5","44414-DL_M_5-X-90",2021-08-06,"X-90","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF3","One.Year",2022-07-25,"1","0","0","0",0,0,"N","N","N","N","2",3,"0",100,"Dogsleg"
"350","DL_M_5","44414-DL_M_5-X-91",2021-08-06,"X-91","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF350","One.Year",2022-07-25,"3","0","0","0",10,0,"N","N","N","N","3",3,"0",90,"Dogsleg"
"351","DL_M_5","44414-DL_M_5-X-92",2021-08-06,"X-92","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF393","One.Year",2022-07-25,"5","0","0","0",20,0,"N","N","N","N","2",3,"0",80,"Dogsleg"
"352","DL_M_5","44414-DL_M_5-X-94",2021-08-06,"X-94","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF656","One.Month",2021-09-10,"0","0","0","4",2,0,"Y","N","N","N","2",0,"0",98,"Dogsleg"
"353","DL_M_5","44414-DL_M_5-X-81",2021-08-06,"X-81","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF686","One.Year",2022-07-25,"14","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"354","DL_M_5","44414-DL_M_5-X-82",2021-08-06,"X-82","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF686","One.Year",2022-07-25,"8","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"355","DL_M_5","44414-DL_M_5-X-83",2021-08-06,"X-83","Restoration","plug/epoxy","ce","grouped",20,"OFAV","OF590","One.Year",2022-07-25,"3","0","0","0",75,0,"N","N","N","N","3",4,"0",25,"Dogsleg"
"356","DL_M_5","44414-DL_M_5-X-97",2021-08-06,"X-97","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF672","One.Year",2022-07-25,"3","0","0","0",25,0,"N","N","N","N","2",3,"0",75,"Dogsleg"
"357","DL_M_5","44414-DL_M_5-X-98",2021-08-06,"X-98","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF674","One.Year",2022-07-25,"8","0","0","0",15,0,"N","N","N","N","3",4,"0",85,"Dogsleg"
"358","DL_M_5","44414-DL_M_5-X-99",2021-08-06,"X-99","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF688","One.Year",2022-07-25,"7","0","0","0",25,0,"N","N","N","N","3",4,"0",75,"Dogsleg"
"359","DL_M_5","44414-DL_M_5-X-100",2021-08-06,"X-100","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF689","One.Year",2022-07-25,"6","0","0","0",35,0,"N","N","N","N","3",4,"0",65,"Dogsleg"
"360","DL_M_5","44414-DL_M_5-X-101",2021-08-06,"X-101","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF697","One.Year",2022-07-25,"7","0","0","0",20,0,"N","N","N","N","3",4,"0",80,"Dogsleg"
"361","DL_M_5","44414-DL_M_5-X-93",2021-08-06,"X-93","Restoration","plug/epoxy","ce","grouped",10,"OFAV","OF441","One.Year",2022-07-25,"6","0","0","0",25,0,"N","N","N","N","3",4,"0",75,"Dogsleg"
